구,업종코드,업종이름,검색업종,분석 영역,매출,23.12,24.01,24.02,24.03,24.04,24.05,24.06,24.07,24.08,24.09,24.10,24.11,24.12
화정4동,G21101,가구 소매업,업종 소매 > 가구 소매 > 가구 소매업,화정4동,매출,106,138,213,122,210,270,65,38,105,179,70,122,129
화정4동,G20803,가전제품 소매업,업종 소매 > 가전·통신 소매 > 가전제품 소매업,서구,매출,"1,282","1,219","1,664","1,241","1,354","1,413","1,485","1,607","1,378","1,355","1,573","1,379","1,054"
화정4동,G20801,컴퓨터/소프트웨어 소매업,업종 소매 > 가전·통신 소매 > 컴퓨터/소프트웨어 소매업,서구,매출,"1,339","1,349","1,455",923,"1,187","1,103","1,300","1,212","1,151","1,275","1,411","1,260","1,098"
화정4동,G20802,핸드폰 소매업,업종 소매 > 가전·통신 소매 > 핸드폰 소매업,화정4동,매출,32,10,76,39,6,13,14,75,6,3,56,32,18
화정4동,G22199,그 외 기타 상품 전문 소매업,업종 소매 > 기타 상품 소매 > 그 외 기타 상품 전문 소매업,화정4동,매출,241,238,120,219,800,291,905,362,211,365,37,222,165
화정4동,G21203,악기 소매업,업종 소매 > 기타 생활용품 소매 > 악기 소매업,서구,매출,"2,073","2,408","2,823","2,198","1,987","2,270","2,214","2,214","2,325","2,659","2,337","2,184","2,269"
화정4동,G21201,전기용품/조명장치 소매업,업종 소매 > 기타 생활용품 소매 > 전기용품/조명장치 소매업,서구,매출,832,694,731,725,904,904,"1,062",664,868,"1,208","1,027","1,146",976
화정4동,G21202,주방/가정용품 소매업,업종 소매 > 기타 생활용품 소매 > 주방/가정용품 소매업,서구,매출,"1,447","1,458","1,746","1,495","1,527","1,492","1,431","1,481","1,574","1,541","1,442","1,625","1,567"
화정4동,G20701,담배/전자담배 소매업,업종 소매 > 담배 소매 > 담배/전자담배 소매업,서구,매출,"5,213","5,107","5,442","5,411","5,495","5,542","5,068","5,312","5,209","6,480","6,346","6,378","6,656"
화정4동,G20301,모터사이클 및 부품 소매업,업종 소매 > 모터사이클 소매 > 모터사이클 및 부품 소매업,서구,매출,"1,207","1,322","6,377","1,183","3,516","1,811","10,216","8,529","2,093","1,814","2,041","1,452","1,356"
화정4동,G20908,가발 소매업,업종 소매 > 섬유·의복·신발 소매 > 가발 소매업,서구,매출,"1,160","1,174","1,768","1,851","2,064","1,615",783,"1,157","1,406","2,109","2,156","2,384","1,464"
화정4동,G20911,가방 소매업,업종 소매 > 섬유·의복·신발 소매 > 가방 소매업,서구,매출,837,748,834,779,614,601,908,714,599,417,592,567,783
화정4동,G20905,기타 의류 소매업,업종 소매 > 섬유·의복·신발 소매 > 기타 의류 소매업,화정4동,매출,859,"1,155","1,305","1,286","1,743","1,477","1,430","1,082","1,251","1,494","1,620","1,827","1,247"
화정4동,G20901,남성 의류 소매업,업종 소매 > 섬유·의복·신발 소매 > 남성 의류 소매업,화정4동,매출,430,500,893,"1,220","1,492","2,049","1,439",951,"1,667","1,585","1,869","1,640","1,232"
화정4동,G20910,신발 소매업,업종 소매 > 섬유·의복·신발 소매 > 신발 소매업,화정4동,매출,716,927,966,"1,083",969,"1,127","1,075",890,460,918,864,857,371
화정4동,G20909,실/섬유제품 소매업,업종 소매 > 섬유·의복·신발 소매 > 실/섬유제품 소매업,서구,매출,549,643,571,521,809,639,681,480,501,507,397,477,419
화정4동,G20907,액세서리/잡화 소매업,업종 소매 > 섬유·의복·신발 소매 > 액세서리/잡화 소매업,서구,매출,791,675,727,781,761,795,796,761,780,816,756,884,767
화정4동,G20902,여성 의류 소매업,업종 소매 > 섬유·의복·신발 소매 > 여성 의류 소매업,분석영역,매출,"2,095","2,158","2,573","2,599","3,252","2,695","2,172","1,778","2,049","2,670","2,908","2,783","1,864"
화정4동,G20903,유아용 의류 소매업,업종 소매 > 섬유·의복·신발 소매 > 유아용 의류 소매업,화정4동,매출,58,58,58,58,58,58,23,15,58,39,29,46,46
화정4동,G20906,침구류/커튼 소매업,업종 소매 > 섬유·의복·신발 소매 > 침구류/커튼 소매업,화정4동,매출,823,953,764,"1,235","1,301",943,999,705,550,810,"1,196","1,065",724
화정4동,G20904,한복 소매업,업종 소매 > 섬유·의복·신발 소매 > 한복 소매업,서구,매출,623,651,479,749,606,660,599,503,550,503,481,467,441
화정4동,G21701,시계/귀금속 소매업,업종 소매 > 시계·귀금속 소매 > 시계/귀금속 소매업,화정4동,매출,212,726,971,148,633,415,372,49,429,595,142,554,423
화정4동,G20502,가축 사료 소매업,업종 소매 > 식료품 소매 > 가축 사료 소매업,서구,매출,"1,818","1,801","1,917","1,808","1,705","1,986","1,185","1,102","1,472",875,"1,191","1,386","1,804"
화정4동,G20508,건강보조식품 소매업,업종 소매 > 식료품 소매 > 건강보조식품 소매업,화정4동,매출,721,"1,513",834,911,"1,044",268,272,623,471,"1,024",89,824,"1,214"
화정4동,G20504,건어물/젓갈 소매업,업종 소매 > 식료품 소매 > 건어물/젓갈 소매업,서구,매출,"1,716","1,754","1,567","1,505","1,544","1,466","1,424","1,603","1,786","1,627","2,046","2,003","1,910"
화정4동,G20501,곡물/곡분 소매업,업종 소매 > 식료품 소매 > 곡물/곡분 소매업,서구,매출,"1,585","2,880","1,707","2,087","2,360","1,810","1,262","1,506","1,157","1,247","1,809","1,418","1,790"
화정4동,G20509,반찬/식료품 소매업,업종 소매 > 식료품 소매 > 반찬/식료품 소매업,화정4동,매출,"3,919","4,465","4,458","4,588","4,750","3,230","3,414","3,222","3,309","3,351","2,587","3,030","2,960"
화정4동,G20505,수산물 소매업,업종 소매 > 식료품 소매 > 수산물 소매업,화정4동,매출,"3,231","3,381","2,097","1,975","2,173","2,324","2,182","1,842","2,348","1,988","2,151","2,248","2,359"
화정4동,G20507,아이스크림 할인점,업종 소매 > 식료품 소매 > 아이스크림 할인점,서구,매출,778,715,673,916,928,965,"1,050","1,129",940,686,526,513,445
화정4동,G20503,정육점,업종 소매 > 식료품 소매 > 정육점,화정4동,매출,"3,666","3,920","3,927","3,353","3,942","3,661","3,656","3,383","3,816","3,126","3,044","3,332","3,960"
화정4동,G20506,채소/과일 소매업,업종 소매 > 식료품 소매 > 채소/과일 소매업,서구,매출,"4,038","3,712","3,485","3,603","3,779","3,565","3,462","3,841","3,904","3,430","3,562","3,693","4,138"
화정4동,G21901,꽃집,업종 소매 > 식물 소매 > 꽃집,화정4동,매출,327,226,272,285,356,209,145,222,120,155,199,274,331
화정4동,G21601,사무기기 소매업,업종 소매 > 안경·정밀기기 소매 > 사무기기 소매업,서구,매출,23,"1,162",276,126,624,4,188,152,388,487,783,0,148
화정4동,G21603,사진기/기타 광학기기 소매업,업종 소매 > 안경·정밀기기 소매 > 사진기/기타 광학기기 소매업,서구,매출,"1,926",930,"1,246","1,457","1,789",874,"1,550","1,664",886,900,"2,367","1,702",971
화정4동,G21602,안경렌즈 소매업,업종 소매 > 안경·정밀기기 소매 > 안경렌즈 소매업,화정4동,매출,"1,828","1,772","2,170","2,150","2,166","2,190","2,139","2,019","1,727","1,913","1,484","1,633","1,715"
화정4동,G22001,애완동물/애완용품 소매업,업종 소매 > 애완동물·용품 소매 > 애완동물/애완용품 소매업,서구,매출,902,930,923,967,875,927,978,990,972,997,903,978,"1,013"
화정4동,G21402,가스 충전소,업종 소매 > 연료 소매 > 가스 충전소,서구,매출,"9,350","9,828","10,396","9,929","11,618","10,777","12,542","12,546","12,333","10,798","11,423","12,631","12,464"
화정4동,G21403,가정용 연료 소매업,업종 소매 > 연료 소매 > 가정용 연료 소매업,서구,매출,"3,313","2,614","2,713","1,669","1,333","1,579","1,731","2,120","2,045","2,409","2,572","3,734","3,724"
화정4동,G21401,주유소,업종 소매 > 연료 소매 > 주유소,서구,매출,"51,849","51,586","53,403","52,681","53,223","50,027","53,698","52,552","51,823","47,838","48,170","50,187","50,329"
화정4동,G21302,문구/회화용품 소매업,업종 소매 > 오락용품 소매 > 문구/회화용품 소매업,화정4동,매출,725,567,637,879,945,841,848,705,825,825,849,968,"1,306"
화정4동,G21301,서점,업종 소매 > 오락용품 소매 > 서점,서구,매출,"2,999","2,263","2,949","2,195","1,942","1,655","2,245","2,105","1,866","1,947","1,914","2,570","2,448"
화정4동,G21304,운동용품 소매업,업종 소매 > 오락용품 소매 > 운동용품 소매업,서구,매출,"3,917","4,422","5,348","4,433","4,720","4,644","4,260","4,234","4,655","4,960","4,621","3,963","3,732"
화정4동,G21305,자전거 소매업,업종 소매 > 오락용품 소매 > 자전거 소매업,서구,매출,782,"1,035","1,295","1,486","1,552","1,444","1,061",854,"1,108","1,379",990,731,361
화정4동,G21306,장난감 소매업,업종 소매 > 오락용품 소매 > 장난감 소매업,서구,매출,"1,497","1,501","1,843","2,011","2,164","1,863","1,695","1,748","2,430","2,343","1,838","1,682","1,453"
화정4동,G20603,생수/음료 소매업,업종 소매 > 음료 소매 > 생수/음료 소매업,서구,매출,180,155,260,281,119,335,332,138,159,112,109,157,138
화정4동,G20601,얼음 소매업,업종 소매 > 음료 소매 > 얼음 소매업,서구,매출,0,150,3,5,138,120,0,108,877,111,78,78,10
화정4동,G20602,주류 소매업,업종 소매 > 음료 소매 > 주류 소매업,서구,매출,"63,495","60,339","28,718","65,340","37,310","26,761","36,107","37,654","61,561","32,074","71,365","61,648","74,814"
화정4동,G21501,약국,업종 소매 > 의약·화장품 소매 > 약국,분석영역,매출,"7,129","6,712","7,090","7,037","7,312","6,929","7,188","7,950","6,665","7,379","7,191","7,773","7,559"
화정4동,G21502,의료기기 소매업,업종 소매 > 의약·화장품 소매 > 의료기기 소매업,화정4동,매출,"4,740","1,238","3,927",0,"4,653","5,409",997,"2,787","3,262","2,040",846,"3,408",755
화정4동,G21503,화장품 소매업,업종 소매 > 의약·화장품 소매 > 화장품 소매업,분석영역,매출,680,697,662,682,708,702,726,711,748,718,655,783,772
화정4동,G20202,자동차 부품 소매업,업종 소매 > 자동차 부품 소매 > 자동차 부품 소매업,서구,매출,832,537,671,692,736,851,741,839,718,759,923,699,988
화정4동,G20201,타이어 소매업,업종 소매 > 자동차 부품 소매 > 타이어 소매업,서구,매출,"2,923","3,190","3,688","3,876","2,881","2,243","3,879","4,162","3,080","4,802","5,011","5,152","5,730"
화정4동,G21802,기념품점,업종 소매 > 장식품 소매 > 기념품점,서구,매출,484,470,428,531,479,457,546,448,523,543,481,648,603
화정4동,G21801,예술품 소매업,업종 소매 > 장식품 소매 > 예술품 소매업,분석영역,매출,389,480,479,635,453,552,511,388,554,495,632,532,0
화정4동,G20499,그 외 기타 종합 소매업,업종 소매 > 종합 소매 > 그 외 기타 종합 소매업,화정4동,매출,624,689,741,864,826,935,942,695,757,707,945,986,631
화정4동,G20404,슈퍼마켓,업종 소매 > 종합 소매 > 슈퍼마켓,화정4동,매출,"20,265","20,295","19,052","19,135","20,241","19,725","20,078","20,356","21,485","19,597","19,216","20,932","18,317"
화정4동,G20405,편의점,업종 소매 > 종합 소매 > 편의점,분석영역,매출,"5,068","4,940","4,952","5,077","5,568","5,182","5,778","4,327","5,520","5,531","4,924","5,001","4,953"
화정4동,G22201,중고 상품 소매업,업종 소매 > 중고 상품 소매 > 중고 상품 소매업,서구,매출,708,462,749,726,891,836,848,742,737,677,929,645,704
화정4동,G21003,건설/건축자재 소매업,업종 소매 > 철물·건설자재 소매 > 건설/건축자재 소매업,서구,매출,221,579,"1,007","1,724","1,328",573,954,"2,468",934,"1,694","2,039",625,687
화정4동,G21099,기타 건설/건축자재 소매업,업종 소매 > 철물·건설자재 소매 > 기타 건설/건축자재 소매업,서구,매출,87,213,"1,676",390,214,"2,181",98,"1,085",314,750,545,754,510
화정4동,G21002,벽지/장판/마루 소매업,업종 소매 > 철물·건설자재 소매 > 벽지/장판/마루 소매업,화정4동,매출,52,9,10,10,10,10,4,225,328,610,442,442,442
화정4동,G21001,철물/공구 소매업,업종 소매 > 철물·건설자재 소매 > 철물/공구 소매업,화정4동,매출,713,789,754,707,812,832,835,769,876,814,879,841,864
화정4동,I20701,구내식당,업종 음식 > 구내식당·뷔페 > 구내식당,서구,매출,"3,386","2,996","3,435","3,499","3,396","3,295","3,538","3,369","3,664","3,771","3,772","3,674","3,112"
화정4동,I20702,뷔페,업종 음식 > 구내식당·뷔페 > 뷔페,서구,매출,"14,405","15,059","15,672","11,953","15,972","12,347","13,386","14,126","11,657","9,274","11,324","13,196","13,665"
화정4동,I21099,그 외 기타 간이 음식점,업종 음식 > 기타 간이 > 그 외 기타 간이 음식점,분석영역,매출,558,582,611,578,599,649,595,613,588,601,581,579,513
화정4동,I21007,김밥/만두/분식,업종 음식 > 기타 간이 > 김밥/만두/분식,화정4동,매출,"1,017","1,012","1,086","1,126","1,083","1,164","1,125","1,194","1,137","1,134",903,840,845
화정4동,I21002,떡/한과,업종 음식 > 기타 간이 > 떡/한과,화정4동,매출,735,784,863,859,768,780,811,742,"1,129",949,"1,112","1,205","1,265"
화정4동,I21004,버거,업종 음식 > 기타 간이 > 버거,서구,매출,"2,015","2,023","1,918","1,992","1,959","1,886","1,907","2,011","1,907","1,916","1,897","1,869","1,871"
화정4동,I21001,빵/도넛,업종 음식 > 기타 간이 > 빵/도넛,화정4동,매출,"1,266","1,450","1,434","1,378","1,364","1,393","1,379","1,326","1,474","1,411","1,319","1,300","1,547"
화정4동,I21008,아이스크림/빙수,업종 음식 > 기타 간이 > 아이스크림/빙수,서구,매출,"1,663","1,613","1,573","1,553","1,582","1,572","1,627","1,642","1,670","1,515","1,374","1,480","1,501"
화정4동,I21006,치킨,업종 음식 > 기타 간이 > 치킨,분석영역,매출,794,784,776,774,744,743,725,730,658,673,658,664,640
화정4동,I21005,토스트/샌드위치/샐러드,업종 음식 > 기타 간이 > 토스트/샌드위치/샐러드,서구,매출,"1,715","1,621","1,797","1,748","1,789","1,710","1,597","1,712","1,684","1,726","1,713","1,670","1,532"
